Metaprotein,Superkingdom,Kingdom ,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number,EC-Number,P01_C,P02_C,P03_C,P04_C,P05_C,P06_C,P06b_C,P06c_C,P07_C,P07b_C,P07c_C,P08_C,P09_C,P10_C,P11_C,P12_C,P13_C,P14_C,P15_C,P16_C,P17_C,P18_CD,P18b_CD,P18c_CD,P19_CD,P20_CD,P21_CD,P22_CD,P23_CD,P24_CD,P25_CD,P26_CD,P27_CD,P28_CD,P29_UC,P30_UC,P31_UC,P32_UC,P33_UC,P34_UC,P35_UC,P36_UC,P37_UC,P38_UC,P39_UC,P40_UC,P41_UC,P42_UC
ACP_BACV8 Acyl carrier protein OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=acpP PE=3 SV=1,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,UniRef50_O54439,K02078|,|,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P13798,K01303|,3.4.19.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACT_AJECG Actin OS=Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) GN=HCBG_08711 PE=2 SV=2,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Ajellomyces,Ajellomyces capsulatus,UniRef50_P53455,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
ACT_CALFI Actin (Fragment) OS=Calanus finmarchicus PE=2 SV=1,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q92192,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
ACT_PHARH Actin OS=Phaffia rhodozyma PE=3 SV=1,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P10989,|,|,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4
ACT_YARLI Actin OS=Yarrowia lipolytica (strain CLIB 122 / E 150) GN=ACT1 PE=3 SV=2,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9UVF3,|K05692|,|,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6
ACT18_DICDI Actin-18 OS=Dictyostelium discoideum GN=act18 PE=3 SV=3,Eukaryota,unassigned,unassigned,unassigned,Dictyosteliida,unassigned,Dictyostelium,Dictyostelium discoideum,UniRef50_P07828,K10355|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ACT2_OXYTR Actin, cytoplasmic OS=Oxytricha trifallax PE=3 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P53500,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
ACT3_ECHGR Actin-3 (Fragment) OS=Echinococcus granulosus GN=ACTIII PE=2 SV=1,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q03342,|,|,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0
"ACT3_LYTPI Actin, cytoskeletal 3 (Fragment) OS=Lytechinus pictus PE=3 SV=1",Eukaryota,Metazoa,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Lytechinus,Lytechinus pictus,UniRef50_Q25379,|,|,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTA_RAT Actin, aortic smooth muscle OS=Rattus norvegicus GN=Acta2 PE=2 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P68133,K12313|,|,15,0,16,0,0,4,5,0,0,0,0,40,13,6,2,11,0,8,6,4,2,3,5,3,13,0,42,0,0,16,31,11,18,15,2,3,5,18,11,0,12,0,0,11,10,0,29,0
"ACTE_STRPU Actin, cytoskeletal 3A OS=Strongylocentrotus purpuratus GN=CYIIIA PE=3 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q96292,|,|,0,0,11,3,0,0,0,0,0,0,0,30,0,0,2,0,0,10,6,5,0,0,0,0,0,0,30,0,3,4,0,0,3,4,0,0,5,0,16,4,0,241,6,4,7,11,0,0
"ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P60709,K05692|,|,6,0,5,0,0,2,0,0,0,0,0,9,0,3,0,5,0,6,3,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,5,5,0,6,133,2,0,8,10,6,4
"ACTH_MOUSE Actin, gamma-enteric smooth muscle OS=Mus musculus GN=Actg2 PE=1 SV=1",Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P63267,K12315|,|,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,7,6,4,0,0,0,11,0,0,0,0,0,0,0,0,0,11
"ACTM_BRALA Actin, muscle OS=Branchiostoma lanceolatum PE=2 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P53492,|,|,1,0,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,6,3,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,52,0,4,0,0,0,20
ACTN_ACTDE Actinidain OS=Actinidia deliciosa PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Ericales,Actinidiaceae,Actinidia,unassigned,UniRef50_P00785,|,3.4.22.14|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1_RAT Alpha-actinin-1 OS=Rattus norvegicus GN=Actn1 PE=1 SV=1,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P12814,K05699|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,0,0,0,0,1,0,0,0,10,62,0,0,0,0,23,9
ACTN2_BOVIN Alpha-actinin-2 OS=Bos taurus GN=ACTN2 PE=2 SV=1,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P35609,K05699|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,8
ACTN4_BOVIN Alpha-actinin-4 OS=Bos taurus GN=ACTN4 PE=2 SV=1,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_O43707,K05699|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,5,0,0,0,0,0,0,0,0,0,10,55,3,1,0,6,19,0
ACTT2_MACFA Actin-related protein T2 OS=Macaca fascicularis GN=ACTRT2 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,UniRef50_Q8TDY3,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTX_TAKRU Actin, alpha anomalous OS=Takifugu rubripes PE=2 SV=1",Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P53483,K10354|,|,5,0,0,0,0,2,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,5,3,7,0,9,0,0,7,7,7,6,0,0,3,0,11,3,0,0,10,8,4,7,0,7,11
ACUK_TALMQ Transcription activator of gluconeogenesis PMAA_028970 OS=Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) GN=PMAA_028970 PE=3 SV=1,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,UniRef50_E4UP58,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY1A_RAT Aminoacylase-1A OS=Rattus norvegicus GN=Acy1a PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q03154,K14677|,3.5.1.14|,0,0,0,0,2,0,0,0,0,0,0,7,0,9,0,0,6,10,0,0,0,0,8,0,11,1,2,0,4,14,6,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FCGBP_HUMAN IgGFc-binding protein OS=Homo sapiens GN=FCGBP PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9Y6R7,|,|,28,52,37,87,59,83,70,72,73,68,74,73,75,129,41,42,48,61,61,48,41,209,180,172,202,384,7,144,187,107,140,128,266,215,102,357,161,175,236,83,56,86,133,121,169,117,37,250
ADA_RAT Adenosine deaminase OS=Rattus norvegicus GN=Ada PE=1 SV=3,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P03958,K01488|,3.5.4.4|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADAR_DROME Double-stranded RNA-specific editase Adar OS=Drosophila melanogaster GN=Adar PE=1 SV=2,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,UniRef50_Q9NII1,K13194|,3.5.-.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY2_RAT Adenylate cyclase type 2 OS=Rattus norvegicus GN=Adcy2 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P26769,K08042|,4.6.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1_CATRO Alcohol dehydrogenase 1 (Fragments) OS=Catharanthus roseus PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus,UniRef50_P85440,|,1.1.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1_GEOAT Alcohol dehydrogenase 1 OS=Geomys attwateri GN=ADH1 PE=2 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,Geomys attwateri,UniRef50_P11766,|,1.1.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH3_HORVU Alcohol dehydrogenase 3 OS=Hordeum vulgare GN=ADH3 PE=3 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,UniRef50_P10848,|,1.1.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH5_YEAST Alcohol dehydrogenase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH5 PE=1 SV=1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,unassigned,unassigned,UniRef50_P00330,K13953|,1.1.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ADHE_ECO57 Aldehyde-alcohol dehydrogenase OS=Escherichia coli O157:H7 GN=adhE PE=3 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0A9Q8,K04072|,1.1.1.1|1.2.1.10|,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADT_DICDI Mitochondrial substrate carrier family protein ancA OS=Dictyostelium discoideum GN=ancA PE=1 SV=1,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P05141,K05863|,|,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3
"ADT_KLULA ADP,ATP carrier protein OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) GN=AAC PE=3 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9H0C2,K05863|,|,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ADT_SCHPO ADP,ATP carrier protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=anc1 PE=2 SV=1",Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,UniRef50_P04710,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ADT1_ANOGA ADP,ATP carrier protein 1 OS=Anopheles gambiae GN=AGAP006782 PE=2 SV=2",Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles gambiae,UniRef50_Q27238,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ADT1_BOVIN ADP/ATP translocase 1 OS=Bos taurus GN=SLC25A4 PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P12235,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,4
"ADT1_SOLTU ADP,ATP carrier protein, mitochondrial OS=Solanum tuberosum GN=ANT PE=2 SV=1",Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P31691,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADT2_ARATH ADP,ATP carrier protein 2, mitochondrial OS=Arabidopsis thaliana GN=AAC2 PE=1 SV=2",Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P40941,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADT2_MAIZE ADP,ATP carrier protein 2, mitochondrial OS=Zea mays GN=ANT2 PE=2 SV=2",Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,UniRef50_P12857,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADT3_ARATH ADP,ATP carrier protein 3, mitochondrial OS=Arabidopsis thaliana GN=AAC3 PE=1 SV=1",Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_P31167,K05863|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AGR2_PONAB Anterior gradient protein 2 homolog OS=Pongo abelii GN=AGR2 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,UniRef50_O95994,K20356|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AHP1_YEAST Peroxiredoxin type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AHP1 PE=1 SV=4,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P38013,K14171|,1.11.1.15|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHPC_ECOLI Alkyl hydroperoxide reductase subunit C OS=Escherichia coli (strain K12) GN=ahpC PE=1 SV=2,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P80239,K03386|,1.11.1.15|,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
AK3_ECOLI Lysine-sensitive aspartokinase 3 OS=Escherichia coli (strain K12) GN=lysC PE=1 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P08660,K00928|,2.7.2.4|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
AL1L1_RAT Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Rattus norvegicus GN=Aldh1l1 PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_O75891,K00289|,1.5.1.6|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB2_PEA Albumin-2 OS=Pisum sativum PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Fabales,Fabaceae,unassigned,unassigned,UniRef50_D4AEP7,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ALBU_CAPHI Serum albumin (Fragments) OS=Capra hircus GN=ALB PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Capra,Capra hircus,UniRef50_P85295,|,|,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,25,3,0,0,0,26,6,11,0,4,0,5,0,0,0,0,0,0,10,4,30,7,0,0,12
ALBU_CHICK Serum albumin OS=Gallus gallus GN=ALB PE=1 SV=2,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P19121,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALBU_RAT Serum albumin OS=Rattus norvegicus GN=Alb PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02768,K16141|,|,8,53,21,23,5,0,2,1,99,20,18,11,19,9,0,5,0,27,4,5,2,491,466,439,34,12,289,2,309,130,144,0,670,9,87,17,82,289,509,24,4728,3573,220,1189,127,691,5444,335
"ALDH2_PONAB Aldehyde dehydrogenase, mitochondrial OS=Pongo abelii GN=ALDH2 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,UniRef50_P05091,K00128|,1.2.1.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALD4 PE=1 SV=2",Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P05091-2,K00128|,1.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,3,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
ALDO2_MAIZE Indole-3-acetaldehyde oxidase OS=Zea mays GN=AO2 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,UniRef50_O23887,K11817|,1.2.3.7|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S10A9_HUMAN Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P06702,|,|,61,5,20,3,6,7,4,3,0,0,0,9,7,10,17,3,0,14,15,0,3,41,37,34,215,83,461,54,1014,136,192,17,37,62,6,284,335,115,840,58,228,1799,518,1002,331,425,131,144
ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04075-2,K01623|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,3,0
ALDOA_SALSA Fructose-bisphosphate aldolase A OS=Salmo salar PE=1 SV=1,Eukaryota,Metazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,UniRef50_P07341,K01623|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
ALDOB_SHEEP Fructose-bisphosphate aldolase B OS=Ovis aries GN=ALDOB PE=2 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Ovis,Ovis aries,UniRef50_P05062,K01623|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALF_EDWI9 Fructose-bisphosphate aldolase OS=Edwardsiella ictaluri (strain 93-146) GN=fba PE=3 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P0AB72,K01624|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALF_MAIZE Fructose-bisphosphate aldolase, cytoplasmic isozyme OS=Zea mays PE=2 SV=1",Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,UniRef50_P17784,K01623|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALF_STRPN Fructose-bisphosphate aldolase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=fba PE=3 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unassigned,UniRef50_Q5XA12,K01624|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALF_THECA Fructose-bisphosphate aldolase OS=Thermus caldophilus GN=fba PE=1 SV=1,Bacteria,unassigned,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus caldophilus,UniRef50_Q703I2,|,4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
